"name","height","position","legendaryBadgeCount","purpleBadgeCount","goldBadgeCount","silverBadgeCount","bronzeBadgeCount","outsideScoringBadgeCount","insideScoringBadgeCount","generalOffenseBadgeCount","playmakingBadgeCount","defensiveBadgeCount","reboundingBadgeCount","allAroundBadgeCount","badgeCount","team","overallAttribute","closeShot","midRangeShot","threePointShot","freeThrow","shotIQ","offensiveConsistency","layup","standingDunk","drivingDunk","postHook","postFade","postControl","drawFoul","hands","interiorDefense","perimeterDefense","steal","block","helpDefenseIQ","passPerception","defensiveConsistency","speed","agility","strength","vertical","stamina","hustle","overallDurability","passAccuracy","ballHandle","speedWithBall","passIQ","passVision","offensiveRebound","defensiveRebound"
"Malevy Leons","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",68,69,68,74,79,40,40,60,65,65,59,59,59,40,80,72,72,67,73,70,65,60,52,75,55,60,85,85,82,57,47,47,52,32,68,70
"LJ Cryer","6'0"" (183cm)","PG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Golden State Warriors",68,80,79,81,85,50,50,70,25,30,25,32,25,44,81,25,57,37,35,57,57,45,84,82,32,70,80,78,83,77,79,84,77,65,35,49
"Isaiah Crawford","6'6"" (198cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",68,71,74,78,73,50,50,70,50,65,57,57,57,45,80,55,57,45,44,52,57,40,61,61,59,74,90,75,80,48,57,57,47,37,54,59
"Kam Jones","6'4"" (193cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",68,76,74,75,66,50,40,76,30,60,40,40,40,40,89,30,60,42,35,58,57,40,76,75,52,60,88,85,80,79,82,76,79,77,42,49
"Gabe McGlothan","6'7"" (201cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",68,69,66,74,84,50,30,67,60,75,62,62,62,44,75,67,67,50,50,69,67,55,66,66,67,75,88,90,80,52,68,57,54,34,62,64
"Taelon Peter","6'4"" (193cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",67,81,80,76,77,50,50,75,35,80,30,38,26,39,76,40,52,60,40,50,50,45,81,74,41,80,85,81,80,50,57,72,68,32,30,45
"Luka Doncic","6'6"" (198cm)","PG",0,3,14,1,6,4,9,1,0,0,2,0,24,"Los Angeles Lakers",97,98,91,86,81,98,98,96,65,75,85,85,87,92,98,58,59,56,55,60,57,45,84,77,72,79,90,98,85,95,95,83,95,95,38,84
"Kawhi Leonard","6'7"" (201cm)","SF",0,0,3,10,8,3,3,0,0,9,0,1,21,"Los Angeles Clippers",92,98,80,82,97,90,95,90,55,80,65,88,84,80,98,81,89,96,51,91,90,90,84,89,79,79,85,85,82,79,86,83,82,66,37,69
"LeBron James","6'9"" (206cm)","SF",0,1,12,4,9,4,8,0,0,2,0,1,26,"Los Angeles Lakers",92,94,89,74,62,70,85,97,80,85,82,88,84,80,98,74,74,38,62,70,70,60,87,84,89,89,88,70,97,90,84,85,97,81,38,66
"James Harden","6'5"" (196cm)","PG",0,0,12,4,0,4,9,0,0,0,0,0,16,"Los Angeles Clippers",90,87,96,83,90,80,95,94,35,75,60,74,69,94,90,62,70,59,51,63,82,65,85,85,71,87,98,60,95,82,95,85,94,85,34,64
"Austin Reaves","6'5"" (196cm)","SG",0,0,7,7,2,4,8,1,0,0,0,0,16,"Los Angeles Lakers",89,98,73,83,88,85,95,94,25,70,31,32,32,89,85,35,66,42,37,64,60,55,83,80,44,81,94,80,80,85,86,78,85,74,37,63
"Ivica Zubac","7'0"" (213cm)","C",0,0,9,5,3,0,0,1,0,5,2,1,17,"Los Angeles Clippers",86,97,76,26,70,75,75,83,85,80,97,78,91,55,80,92,63,33,67,90,67,95,43,63,90,75,80,85,80,70,35,30,47,50,83,89
"Jaren Jackson Jr.","6'10"" (208cm)","PF",0,0,8,9,4,1,1,1,0,7,0,1,21,"Memphis Grizzlies",86,98,66,75,77,75,75,82,85,80,85,85,85,70,80,93,80,41,82,95,71,95,63,80,82,75,90,80,94,45,60,33,50,41,41,63
"Ja Morant","6'2"" (188cm)","PG",0,1,12,3,2,2,9,0,0,1,0,1,18,"Memphis Grizzlies",86,83,75,71,92,70,85,89,25,96,54,54,54,80,98,49,72,46,32,79,78,75,95,95,52,97,97,75,80,87,93,95,85,87,34,52
"Deandre Ayton","7'0"" (213cm)","C",0,0,0,6,4,0,0,1,0,0,2,0,10,"Los Angeles Lakers",83,98,93,63,63,70,75,79,90,75,82,78,82,41,82,76,49,41,73,75,64,70,75,65,85,82,75,50,81,53,61,55,70,29,80,83
"Zach Edey","7'4"" (224cm)","C",0,0,1,4,3,0,0,1,0,1,1,0,8,"Memphis Grizzlies",82,98,78,76,78,80,70,60,80,70,82,65,82,50,95,79,37,38,94,79,67,75,46,31,84,66,79,85,80,58,39,30,63,32,92,91
"Cedric Coward","6'5"" (196cm)","SF",0,0,0,3,3,1,1,1,0,0,0,1,6,"Memphis Grizzlies",81,94,85,76,84,80,75,84,50,80,30,48,32,45,80,58,73,37,51,71,68,55,88,84,57,83,95,85,80,68,73,79,68,61,52,75
"Rui Hachimura","6'8"" (203cm)","PF",0,0,0,5,6,1,3,1,0,1,0,1,11,"Los Angeles Lakers",80,91,95,89,75,75,75,79,80,80,74,70,72,50,85,60,54,35,40,59,50,35,72,74,79,80,90,85,80,51,72,67,54,28,40,51
"Marcus Smart","6'3"" (191cm)","SG",0,1,5,1,4,1,2,0,0,7,0,1,11,"Los Angeles Lakers",79,97,87,73,92,50,30,70,25,50,25,58,78,27,70,74,89,97,40,90,91,90,75,89,73,83,89,90,83,75,74,74,75,60,38,42
"Ty Jerome","6'5"" (196cm)","PG",0,0,0,6,3,2,4,0,0,0,0,0,9,"Memphis Grizzlies",79,98,94,86,89,80,90,88,40,45,38,37,37,48,80,32,56,86,27,62,48,35,69,73,46,62,85,68,80,84,86,68,84,71,45,48
"Santi Aldama","7'0"" (213cm)","PF",0,0,0,1,3,1,1,1,0,0,0,0,4,"Memphis Grizzlies",79,94,76,77,67,80,75,79,70,65,72,71,72,50,95,67,66,49,66,74,68,65,59,60,70,59,80,80,79,70,68,54,70,65,52,77
"Cam Spencer","6'4"" (193cm)","SG",0,0,0,0,3,2,1,0,0,0,0,0,3,"Memphis Grizzlies",79,94,90,91,91,75,70,69,30,55,36,37,30,52,85,44,59,53,35,50,52,45,73,73,45,53,85,90,80,79,77,70,79,73,31,48
"Brandon Clarke","6'8"" (203cm)","C",0,0,2,1,3,0,0,0,0,1,0,1,6,"Memphis Grizzlies",78,97,78,57,70,60,35,87,80,84,63,62,62,55,80,80,75,59,65,80,72,80,84,83,64,82,90,95,80,59,69,65,62,33,75,68
"Jock Landale","6'11"" (211cm)","C",0,0,0,2,4,0,0,1,0,0,2,0,6,"Memphis Grizzlies",78,95,79,87,67,75,65,75,65,65,84,84,84,44,70,71,48,40,56,62,60,45,54,54,64,75,80,70,80,57,52,45,57,42,78,65
"John Collins","6'9"" (206cm)","PF",0,0,3,2,4,0,1,0,0,1,0,1,9,"Los Angeles Clippers",77,97,69,72,81,60,40,83,85,90,76,76,76,40,80,70,49,43,61,70,38,50,71,65,75,85,92,85,84,58,60,50,58,29,52,62
"Kris Dunn","6'3"" (191cm)","SG",0,0,2,3,4,0,3,0,0,6,0,0,9,"Los Angeles Clippers",77,94,84,79,74,70,45,70,40,55,39,60,42,44,80,40,87,96,40,88,88,85,83,87,56,83,85,90,84,72,78,82,74,60,43,45
"Derrick Jones Jr.","6'6"" (198cm)","PF",0,0,3,3,3,0,0,1,0,4,0,1,9,"Los Angeles Clippers",77,96,82,78,79,60,60,79,85,94,50,52,52,52,90,67,82,49,82,81,80,80,77,82,59,93,83,80,78,65,68,61,54,32,45,42
"Bradley Beal","6'4"" (193cm)","SG",0,0,1,4,8,4,5,1,0,0,0,0,13,"Los Angeles Clippers",77,85,80,80,81,65,70,84,30,75,55,55,54,45,92,45,60,46,56,57,40,40,76,83,62,87,84,78,82,74,86,76,74,47,36,47
"Jaylen Wells","6'8"" (203cm)","SG",0,0,2,0,0,1,0,1,0,0,0,0,2,"Memphis Grizzlies",77,88,88,81,78,60,45,78,45,70,42,44,42,55,80,51,80,41,27,78,75,75,86,80,60,67,85,85,80,62,75,70,64,37,45,49
"Jarred Vanderbilt","6'8"" (203cm)","PF",0,0,4,2,7,0,0,0,0,9,1,1,13,"Los Angeles Lakers",76,78,69,67,86,50,30,75,75,75,40,32,50,40,85,83,83,80,58,82,88,80,75,83,70,80,75,95,78,60,65,65,38,41,67,87
"Dalton Knecht","6'6"" (198cm)","SG",0,0,2,4,0,4,1,1,0,0,0,0,6,"Los Angeles Lakers",76,93,90,84,75,70,55,78,45,65,48,49,49,44,85,50,59,42,63,59,57,35,86,59,50,77,90,85,80,64,68,74,65,29,45,51
"Jaxson Hayes","7'0"" (213cm)","C",0,0,1,5,1,0,0,0,0,1,2,1,7,"Los Angeles Lakers",76,97,68,60,65,60,50,79,85,80,68,54,65,52,90,78,48,36,80,79,45,65,58,64,72,75,80,95,80,29,38,41,40,35,68,73
"Jake LaRavia","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",76,82,78,73,70,75,60,79,60,75,60,60,60,69,70,78,78,76,53,77,78,75,59,78,62,72,88,85,80,69,68,57,68,38,52,57
"Scotty Pippen Jr.","6'1"" (185cm)","PG",0,0,0,1,6,0,4,0,0,3,0,0,7,"Memphis Grizzlies",76,88,57,83,71,80,75,82,25,65,25,36,31,50,72,31,62,90,56,54,55,50,82,82,39,79,82,75,80,85,86,82,85,73,45,56
"Bogdan Bogdanovic","6'5"" (196cm)","SG",0,0,2,4,3,3,3,1,0,0,0,0,9,"Los Angeles Clippers",75,85,80,81,87,70,45,75,50,65,62,57,57,50,85,44,63,46,37,57,52,40,75,75,63,78,89,67,77,71,76,73,70,65,31,57
"Kentavious Caldwell-Pope","6'5"" (196cm)","SG",0,0,2,2,5,3,0,1,0,4,0,1,9,"Memphis Grizzlies",75,82,73,80,92,50,40,74,35,73,35,58,35,40,90,45,87,46,51,82,82,85,85,84,60,69,92,85,84,67,70,80,68,68,33,48
"Vince Williams Jr.","6'4"" (193cm)","PG",0,0,1,5,3,1,4,1,0,2,0,1,9,"Memphis Grizzlies",75,88,79,72,79,60,40,75,35,70,41,53,39,44,70,55,79,63,56,77,75,75,68,82,52,70,87,90,80,80,79,60,80,80,44,68
"Nicolas Batum","6'8"" (203cm)","SF",0,0,0,3,4,1,3,1,0,1,0,0,7,"Los Angeles Clippers",74,77,70,81,77,70,35,74,55,60,40,63,62,35,85,66,73,63,61,68,50,65,68,75,65,82,88,85,83,70,71,68,73,30,40,58
"Brook Lopez","7'1"" (216cm)","C",0,0,0,2,6,1,0,1,0,3,0,0,8,"Los Angeles Clippers",74,95,82,79,85,75,35,54,75,65,76,76,76,40,85,80,45,37,86,80,78,80,25,60,89,60,92,85,79,35,35,25,70,31,34,59
"Nick Smith Jr.","6'2"" (188cm)","PG",0,0,0,2,1,1,0,0,0,0,0,0,3,"Los Angeles Lakers",74,93,81,88,91,70,65,82,40,80,37,39,38,41,80,33,63,32,37,57,50,40,84,84,48,86,89,75,80,70,79,84,72,61,25,46
"John Konchar","6'5"" (196cm)","SF",0,0,0,0,3,2,0,1,0,0,0,0,3,"Memphis Grizzlies",74,73,73,76,78,60,55,73,40,55,44,47,47,40,85,54,62,63,72,50,60,45,62,69,40,70,93,90,84,74,76,60,79,38,59,76
"Jordan Miller","6'5"" (196cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",73,86,70,72,79,75,60,70,40,80,54,52,58,40,65,54,65,37,45,60,40,45,84,78,52,81,85,70,80,60,69,72,62,55,60,47
"Maxi Kleber","6'10"" (208cm)","PF",0,0,0,0,6,1,1,1,0,2,0,1,6,"Los Angeles Lakers",73,71,70,72,76,60,35,73,75,75,67,67,64,40,80,80,77,33,63,75,75,75,45,77,79,56,85,80,80,70,64,45,68,35,47,53
"Gabe Vincent","6'2"" (188cm)","PG",0,0,0,4,4,3,4,0,0,0,0,0,8,"Los Angeles Lakers",73,93,88,80,78,70,60,80,25,45,26,32,26,37,90,37,60,38,32,60,57,45,73,73,40,66,85,69,82,78,82,70,79,35,33,32
"GG Jackson","6'9"" (206cm)","PF",0,0,2,5,1,2,1,1,0,0,0,1,8,"Memphis Grizzlies",73,71,70,75,74,60,55,71,65,85,59,59,59,49,95,58,58,37,50,70,69,40,82,79,62,82,88,60,80,59,62,80,50,30,58,60
"Olivier-Maxence Prosper","6'7"" (201cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",73,84,68,67,92,60,40,68,40,85,47,45,45,58,80,67,74,66,50,64,58,60,79,81,60,88,88,85,80,65,60,66,61,37,67,62
"Kobe Brown","6'7"" (201cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",72,84,72,68,79,50,60,79,60,65,64,64,64,50,80,62,62,43,53,60,57,45,60,62,74,66,88,85,80,69,70,57,70,35,70,82
"Kobe Sanders","6'8"" (203cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",72,81,65,78,92,70,65,79,70,85,47,52,49,64,90,48,57,43,40,51,50,40,77,75,42,75,85,70,80,70,75,74,70,38,38,46
"RayJ Dennis","6'2"" (188cm)","PG",0,0,0,0,2,0,2,0,0,0,0,0,2,"Los Angeles Clippers",71,72,74,75,73,70,55,73,25,55,33,34,33,47,84,44,67,68,35,62,55,45,79,80,42,75,85,80,80,75,74,79,75,73,32,44
"Cam Christie","6'6"" (198cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",70,51,79,77,71,60,40,66,40,75,40,40,40,40,90,47,62,39,30,58,57,45,87,82,42,77,86,70,80,68,70,78,68,41,44,62
"Drew Timme","6'10"" (208cm)","C",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",70,86,75,75,79,70,30,68,70,65,68,67,68,40,80,57,40,46,45,58,47,30,48,40,68,66,80,75,81,58,52,40,70,47,66,66
"Adou Thiero","6'8"" (203cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",70,75,64,71,69,35,25,73,50,88,40,40,40,65,70,57,67,72,55,64,60,50,87,85,69,92,80,70,80,47,69,71,47,32,64,57
"Yanic Konan Niederhauser","6'11"" (211cm)","C",0,0,0,0,1,0,0,0,0,0,0,0,1,"Los Angeles Clippers",69,74,62,40,66,50,35,70,85,80,55,54,55,47,80,70,48,42,79,69,45,50,73,64,64,90,85,85,80,29,44,41,40,34,69,54
"Bronny James Jr.","6'2"" (188cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",69,69,63,70,73,50,30,68,35,80,37,37,30,37,85,47,72,57,44,70,60,65,87,87,60,90,90,90,80,67,70,84,65,41,48,50
"Javon Small","6'2"" (188cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",69,75,76,76,88,50,40,75,35,80,37,37,32,50,80,44,64,70,25,60,57,40,87,85,49,89,85,70,80,75,79,84,75,62,30,39
"Chris Manon","6'5"" (196cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",68,71,68,69,74,50,30,74,30,85,42,44,44,40,70,50,70,79,55,65,77,60,83,84,58,88,80,95,80,69,68,70,65,54,40,47
"Jahmai Mashack","192lbs (86kg)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",68,68,70,75,72,50,30,67,45,70,40,40,57,39,69,60,73,80,47,72,68,70,82,88,60,80,85,60,80,69,67,68,68,42,48,45
"Giannis Antetokounmpo","6'11"" (211cm)","PF",0,1,13,14,3,0,6,1,0,10,2,1,31,"Milwaukee Bucks",97,90,64,69,64,90,98,98,85,91,79,74,90,97,95,90,87,70,73,92,88,95,89,86,94,85,98,95,91,84,87,80,95,86,85,90
"Anthony Edwards","6'4"" (193cm)","SG",0,1,9,11,4,4,8,1,0,6,0,1,25,"Minnesota Timberwolves",95,90,87,88,83,90,98,96,50,97,60,62,62,95,98,59,87,49,60,84,84,85,91,90,62,97,97,90,83,79,86,85,80,67,37,59
"Bam Adebayo","6'9"" (206cm)","C",0,0,6,13,5,0,5,1,0,5,2,1,24,"Miami Heat",88,97,93,77,80,70,80,84,85,80,80,82,82,60,90,90,88,43,67,94,80,95,74,84,85,83,92,90,90,72,69,66,74,44,49,85
"Julius Randle","6'9"" (206cm)","PF",0,0,3,3,10,0,3,1,0,0,2,0,16,"Minnesota Timberwolves",88,97,88,79,83,90,95,92,85,80,79,60,86,92,85,77,73,42,35,73,52,75,73,76,87,69,95,90,84,74,80,68,84,73,51,72
"Zion Williamson","6'6"" (198cm)","PF",0,2,11,2,3,0,2,1,0,1,2,1,18,"New Orleans Pelicans",87,93,70,67,73,75,85,93,85,93,90,80,86,85,95,59,55,66,70,64,70,40,84,81,92,97,83,95,60,65,78,74,72,81,70,71
"Tyler Herro","6'5"" (196cm)","SG",0,0,3,4,7,5,5,1,0,0,0,0,14,"Miami Heat",86,98,85,84,92,85,95,92,30,60,37,42,40,82,95,46,69,42,53,65,60,50,79,78,59,72,85,70,80,79,83,74,84,42,33,61
"Norman Powell","6'4"" (193cm)","SF",0,0,2,7,1,4,1,1,0,0,0,0,10,"Miami Heat",86,95,81,88,86,80,90,87,25,80,30,32,28,65,88,50,79,53,47,77,74,75,79,80,46,80,92,90,82,74,79,77,75,44,31,52
"Rudy Gobert","7'1"" (216cm)","C",0,1,5,3,3,0,0,1,0,3,2,1,12,"Minnesota Timberwolves",85,98,54,25,52,75,40,57,85,75,65,58,65,70,85,90,64,33,85,95,74,95,48,65,87,57,90,95,81,68,35,25,58,35,86,84
"Trey Murphy III","6'8"" (203cm)","SG",0,0,6,6,0,3,3,1,0,1,0,1,12,"New Orleans Pelicans",84,87,94,80,90,85,90,81,65,88,42,44,43,41,80,69,69,70,40,69,59,65,84,76,60,82,85,85,80,59,64,74,64,60,47,67
"Naz Reid","6'9"" (206cm)","C",0,0,10,4,4,2,1,1,0,3,2,1,18,"Minnesota Timberwolves",83,97,79,83,77,50,80,75,80,80,82,70,82,75,94,78,54,56,67,80,65,75,50,54,87,75,88,95,80,59,58,49,65,54,50,78
"Jaden McDaniels","6'9"" (206cm)","SF",0,0,4,5,6,2,1,1,0,8,1,1,15,"Minnesota Timberwolves",83,93,79,85,85,70,50,84,40,75,52,56,54,37,85,83,90,53,66,88,88,90,79,91,60,80,85,85,90,44,78,70,40,43,47,53
"Kevin Porter Jr.","6'4"" (193cm)","SG",0,0,0,0,5,2,1,0,0,0,0,0,5,"Milwaukee Bucks",82,83,74,90,88,70,85,85,40,80,25,62,44,84,80,44,69,90,45,64,75,55,85,75,52,75,88,80,80,82,82,83,82,81,37,61
"Derik Queen","6'10"" (208cm)","C",0,0,0,5,3,0,2,1,0,0,2,0,8,"New Orleans Pelicans",82,85,65,58,80,85,85,82,65,70,78,78,78,75,90,69,52,56,72,68,62,60,54,54,80,62,85,80,80,79,69,52,82,72,59,81
"Myles Turner","6'11"" (211cm)","C",0,0,3,7,6,0,1,1,0,4,2,1,16,"Milwaukee Bucks",81,88,87,81,72,70,60,75,80,65,76,80,84,45,95,87,70,42,86,90,70,85,56,66,80,69,95,80,83,31,35,32,68,34,45,69
"Ryan Rollins","6'3"" (191cm)","PG",0,0,0,6,8,2,5,1,0,3,0,0,14,"Milwaukee Bucks",81,80,72,82,78,85,80,85,25,65,40,42,42,79,85,43,68,73,50,67,62,60,86,86,39,80,85,85,80,79,79,82,79,74,38,54
"Dejounte Murray","6'4"" (193cm)","PG",0,0,1,6,7,1,5,0,0,4,0,1,14,"New Orleans Pelicans",81,85,71,79,82,70,75,90,40,75,40,48,49,61,95,53,83,87,51,80,81,80,83,85,40,60,90,90,80,82,86,83,82,81,33,77
"Andrew Wiggins","6'7"" (201cm)","PF",0,0,0,6,7,3,1,0,0,4,0,1,13,"Miami Heat",80,93,81,82,70,70,70,77,40,85,65,74,77,50,85,55,74,43,68,70,67,65,82,82,57,97,87,90,83,62,79,80,60,46,48,50
"Kel’el Ware","7'0"" (213cm)","C",0,0,4,1,3,0,0,0,0,1,2,1,8,"Miami Heat",80,72,64,84,82,70,65,77,85,86,65,54,60,62,90,75,37,53,83,69,50,60,66,68,66,90,89,90,80,37,52,46,52,28,90,90
"Jaime Jaquez Jr.","6'6"" (198cm)","PF",0,0,1,5,2,1,1,1,0,0,0,1,8,"Miami Heat",80,85,84,70,77,90,75,85,55,88,60,64,63,45,80,68,72,38,45,75,72,75,67,75,68,82,88,90,80,70,73,64,74,72,50,63
"Kyle Kuzma","6'9"" (206cm)","PF",0,0,1,6,7,2,3,1,0,1,1,1,14,"Milwaukee Bucks",80,83,77,76,73,60,75,75,75,75,66,65,66,50,95,66,75,43,58,74,72,70,74,74,74,75,85,95,83,66,77,67,78,46,44,66
"Bobby Portis Jr.","6'10"" (208cm)","C",0,0,1,1,8,1,0,1,0,0,2,0,10,"Milwaukee Bucks",80,86,88,86,61,75,60,74,75,70,83,83,83,74,85,78,40,38,37,75,65,65,65,64,83,64,85,90,84,55,52,59,52,38,53,85
"Jordan Poole","6'4"" (193cm)","SG",0,0,1,7,5,4,5,1,0,0,0,0,13,"New Orleans Pelicans",80,84,68,76,97,70,80,88,45,60,29,47,44,78,80,47,57,63,51,54,51,30,81,79,61,73,80,65,80,83,89,80,82,72,33,47
"Saddiq Bey","6'7"" (201cm)","PF",0,0,0,3,5,2,2,1,0,0,0,1,8,"New Orleans Pelicans",80,88,87,78,77,75,80,84,45,75,43,42,52,84,84,64,69,46,32,67,65,65,63,72,69,70,81,90,81,64,76,57,75,43,59,66
"Jeremiah Fears","6'4"" (193cm)","PG",0,0,1,1,6,0,5,0,0,0,0,0,8,"New Orleans Pelicans",80,74,72,80,80,70,80,84,40,70,40,41,40,79,85,38,62,76,37,62,60,60,94,88,49,75,85,85,80,78,88,92,79,65,36,54
"Donte DiVincenzo","6'4"" (193cm)","PG",0,0,0,2,11,1,3,1,0,5,1,0,13,"Minnesota Timberwolves",79,84,81,82,82,80,70,80,25,75,28,45,38,52,70,58,82,53,53,84,88,80,87,87,60,95,90,85,81,77,79,81,79,63,41,52
"Herbert Jones","6'7"" (201cm)","SF",0,0,6,4,4,1,1,1,0,9,0,1,14,"New Orleans Pelicans",79,65,81,77,80,50,40,67,55,75,62,62,62,55,85,62,91,75,45,88,88,90,74,91,59,72,82,85,80,65,75,69,75,43,45,51
"Davion Mitchell","6'0"" (183cm)","PG",0,0,5,2,2,0,2,0,0,6,0,1,9,"Miami Heat",78,98,70,83,64,65,50,79,25,40,30,30,30,30,95,44,87,56,27,85,82,85,82,88,60,70,90,95,80,75,86,82,75,77,32,43
"AJ Green","6'4"" (193cm)","SF",0,0,4,0,1,3,1,1,0,0,0,0,5,"Milwaukee Bucks",77,72,80,92,79,70,80,74,40,40,34,34,34,40,80,40,63,32,30,50,60,45,69,69,42,75,80,70,80,69,73,68,69,35,26,52
"Cole Anthony","6'2"" (188cm)","PG",0,0,0,9,4,5,6,0,0,0,0,0,13,"Milwaukee Bucks",77,88,89,75,59,70,70,79,40,85,49,58,44,62,80,45,69,56,57,55,52,45,84,84,59,77,88,85,98,77,84,84,78,82,42,66
"Jose Alvarado","6'0"" (183cm)","PG",0,0,4,3,1,0,0,0,0,7,0,1,8,"New Orleans Pelicans",77,88,78,84,80,60,60,70,25,30,35,30,30,40,85,31,85,85,42,85,85,85,76,86,42,78,80,79,80,70,73,75,71,70,35,57
"Simone Fontecchio","6'7"" (201cm)","SF",0,0,0,2,0,1,0,1,0,0,0,0,2,"Miami Heat",76,93,83,81,82,75,60,79,40,65,50,50,50,67,69,51,65,38,45,64,47,45,55,66,62,55,80,95,80,55,58,52,60,43,37,58
"Gary Trent Jr.","6'5"" (196cm)","SG",0,0,1,1,6,3,1,1,0,0,0,1,8,"Milwaukee Bucks",76,77,95,84,81,60,55,80,40,75,44,57,46,54,73,50,61,43,32,60,64,35,85,76,58,90,80,70,82,70,79,77,71,35,27,37
"Mike Conley","6'0"" (183cm)","PG",0,0,0,5,6,3,5,0,0,1,0,0,11,"Minnesota Timberwolves",76,60,70,80,93,70,40,72,25,30,25,40,29,60,84,31,83,42,50,83,80,80,83,84,40,92,85,80,82,82,82,83,82,70,36,46
"Yves Missi","6'11"" (211cm)","C",0,0,2,3,1,0,0,1,0,1,2,1,6,"New Orleans Pelicans",76,80,42,30,50,60,35,65,85,80,62,50,58,40,90,75,48,36,83,70,45,60,78,67,72,85,80,95,80,29,35,45,37,33,88,75
"Nikola Jovic","6'10"" (208cm)","PF",0,0,0,0,3,1,0,0,0,0,0,1,3,"Miami Heat",75,95,70,74,72,85,75,83,30,60,55,60,44,62,90,59,62,42,60,60,57,40,68,68,44,72,85,70,80,69,70,67,68,66,44,68
"Pelle Larsson","6'5"" (196cm)","SG",0,0,0,2,2,1,0,1,0,2,0,0,4,"Miami Heat",75,80,79,77,78,75,75,74,45,75,38,44,42,59,80,52,65,37,42,60,57,50,87,80,55,79,85,85,80,64,68,74,68,63,36,47
"Taurean Prince","6'6"" (198cm)","SF",0,0,0,1,1,1,0,1,0,0,0,0,2,"Milwaukee Bucks",75,73,80,86,83,70,50,76,75,70,52,45,51,55,85,64,74,53,40,68,81,60,80,78,60,84,84,85,81,68,70,69,55,38,34,55
"Bones Hyland","6'2"" (188cm)","PG",0,0,0,0,6,4,0,0,0,0,0,0,6,"Minnesota Timberwolves",75,84,79,82,89,75,75,82,25,60,30,32,32,69,85,30,66,82,62,64,63,55,87,87,32,68,88,85,80,74,79,84,75,65,37,47
"Bryce McGowens","6'6"" (198cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"New Orleans Pelicans",75,78,82,86,79,75,75,74,40,80,42,42,42,55,78,37,66,41,52,65,60,65,74,75,48,81,85,75,80,52,74,72,50,43,32,56
"Karlo Matkovic","6'10"" (208cm)","C",0,0,0,1,8,1,0,1,0,1,2,0,9,"New Orleans Pelicans",75,95,69,71,80,70,65,77,75,75,69,68,68,44,75,73,41,36,82,66,54,50,56,51,77,67,80,80,80,50,55,47,52,43,56,79
"Terry Rozier III","6'1"" (185cm)","PG",0,0,0,0,4,2,1,0,0,0,0,0,4,"Miami Heat",74,85,80,72,86,50,50,84,40,75,45,53,48,85,98,55,75,37,51,59,65,50,82,82,62,84,98,92,82,75,88,82,78,61,40,57
"Dru Smith","6'2"" (188cm)","PG",0,0,0,0,1,0,1,0,0,0,0,0,1,"Miami Heat",74,76,74,79,79,80,70,82,40,45,38,37,40,60,80,40,63,87,47,65,68,50,70,70,43,62,85,75,80,78,79,70,78,72,52,50
"DeAndre Jordan","6'11"" (211cm)","C",0,0,0,1,4,0,0,1,0,0,2,0,5,"New Orleans Pelicans",74,75,25,25,41,70,25,57,75,75,52,37,52,44,90,70,57,38,72,67,55,55,65,62,85,83,92,80,94,25,30,33,66,39,89,92
"Amir Coffey","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Milwaukee Bucks",73,88,89,84,91,60,40,84,25,75,38,53,54,49,81,47,64,37,37,68,64,50,75,75,52,75,80,70,79,72,75,75,74,32,42,45
"Gary Harris","6'4"" (193cm)","SF",0,0,0,1,3,2,0,1,0,1,0,0,4,"Milwaukee Bucks",73,82,79,78,79,50,40,78,40,50,28,51,47,60,85,68,80,56,51,80,55,80,75,80,53,78,85,80,83,75,76,70,75,31,34,48
